areas_of_interest,consultations,detailOfTypeDoc,experience,image_url,name,profile_url,qualifications,reviews,satisfaction,specialization,totalNumOfDocs,typeOfDoc
"Prolapse Inteveterbrel Dics & Spine Degreative Disease/Fixation, Brain & Spine Tumors, Mylomeningoocoele & Encephalocoele, Head Injury","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Umer Hosipital Cardiac Centre, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Umer Hosipital Cardiac Centre, Johar Town, Lahore""}, {""type"": ""Masood Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Masood Hospital, Garden Town, Lahore""}, {""type"": ""Bhatti International Hospital, Raiwand Road, Kasur"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Bhatti International Hospital, Raiwand Road, Kasur""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",7,https://staticconnect.marham.pk/assets/doctors/61223/waqas-bashir-malik-neuro-surgeon-lahore-88_170X170.webp,Dr. Waqas Bashir Malik,https://www.marham.pk/doctors/lahore/neuro-surgeon/dr-waqas-bashir-malik,"MBBS, MS Neurosurgery",0,100,"Neuro Surgeon, Spinal Surgeon, Endoscopic Surgeon",12,Spinal Surgeon
"Brain & Spine Tumors, Neurotrama: Extradural Subdural, Depress Fractures, Hands And Feet Numbness, Minimal Invasive Surgery","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Yaseen Hospital, Quetta City, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Yaseen Hospital, Quetta City, Quetta""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",11,https://staticconnect.marham.pk/assets/doctors/18000/asst-prof-dr-mahmood-khan-kibzai-neuro-surgeon-quetta-82_170X170.webp,Asst. Prof. Dr. Mahmood Khan Kibzai,https://www.marham.pk/doctors/quetta/neuro-surgeon/asst-prof-dr-mahmood-khan-kibzai," MBBS , FCPS ( Neuro Surgeon ) ",0,94,"Neuro Surgeon, Spinal Surgeon",12,Spinal Surgeon
"Stroke, Low Back Pain, Spinal Problem, Craniofacial Surgeon, Spine Surgery, Deformity Surgeon, Pediatric Spine, Complex Adult, Pediatric Neurosurgeon, Spine Surgeon","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Faisal Hospital, Peoples Colony, Faisalabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Faisal Hospital, Peoples Colony, Faisalabad""}, {""type"": ""Khursheed Medicare, Toba Tek Singh, Toba Tek Singh"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1300"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Khursheed Medicare, Toba Tek Singh, Toba Tek Singh""}, {""type"": ""Islamia Hospital, Chiniot, Chiniot"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1300"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Islamia Hospital, Chiniot, Chiniot""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",10,https://staticconnect.marham.pk/assets/doctors/14460/dr-mian-awais-neuro-surgeon-lahore-29_170X170.webp,Dr. Mian Awais,https://www.marham.pk/online-consultation/neuro-surgeon/faisalabad/dr-mian-awais-14460,"MBBS, MRCS (Glasgow), FICS (USA), FACS (USA). MS (Neurosurgery), Fellowship in Pediatric Neurosurgery, Fellowship in Spine Surgery",14460,95,"Neuro Surgeon, Spinal Surgeon",12,Spinal Surgeon
"Scoliosis, Spinal Dics Diseases, TB Spine, Sciatica","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",10,https://staticconnect.marham.pk/assets/doctors/21072/asst-prof-dr-irfan-anwar-spinal-surgeon-sialkot-84_170X170.webp,Asst. Prof. Dr. Irfan Anwar,https://www.marham.pk/online-consultation/spinal-surgeon/sialkot/asst-prof-dr-irfan-anwar-21072,"MBBS , FCPS (Orthopedic Surgeon) , Spine Fellowship",21072,98,"Spinal Surgeon, Orthopedic Surgeon, Spinal Surgeon",12,Spinal Surgeon
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",21,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Assoc. Prof. Dr. Mazhar Ali,https://www.marham.pk/online-consultation/orthopedic-surgeon/multan/assoc-prof-dr-mazhar-ali-33451,"MBBS, FCPS (Orthopaedic Surgery), MCPS (Surgery)",33451,100,"Orthopedic Surgeon, Spinal Surgeon",12,Spinal Surgeon
"Back Ache, Back Pain, Brain Hemorrhage",[],"A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",8,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Asst. Prof. Ammar Anwer,https://www.marham.pk/doctors/lahore/neuro-surgeon/asst-prof-ammar-anwer,"M.B.B.S. - Shaikh Zayed Medical College Rahim Yar Khan / University of Health Sciences Lahore, Pakistan, 2011, M.S. Neurosurgery - University of Health Sciences Lahore, Pakistan, 2019",,,"Neuro Surgeon, Spinal Surgeon",12,Spinal Surgeon
"Arthritis Management, Back Ache, Back Pain",[],"A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",21,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Muhammad Khalid,https://www.marham.pk/doctors/lahore/orthopedic-surgeon/dr-muhammad-khalid,"MBBS - Nishtar Medical University, Pakistan, 1995, FCPS (ortho) - College of Physicians & Surgeons Pakistan (CPSP), Pakistan, 2007, Fellowship in Spine - Ghurki Trust & Teaching Hospital, Pakistan, 2009",,,"Orthopedic Surgeon, Spinal Surgeon",12,Spinal Surgeon
"Homeopath Psychiatry, Children Disorders, Female Disorders, Skin Treatment","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Shifa Clinic and Hijama Centre (new), Wapda town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Shifa Clinic and Hijama Centre (new), Wapda town, Lahore""}, {""type"": ""Shifa Homeo Clinic and Hijama center, bahria  town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Shifa Homeo Clinic and Hijama center, bahria  town, Lahore""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,15,https://staticconnect.marham.pk/assets/doctors/23966/dr-tahira-farhan-ansari-homeopath-lahore-26_170X170.webp,Dr. Tahira Farhan Ansari,https://www.marham.pk/online-consultation/homeopath/lahore/dr-tahira-farhan-ansari-23966,"Diploma in Homeopathic Medicine & Surgery (DHMS), Hijama Certification",23966,100,"Homeopath, Hijama Specialist",23,Hijama Specialist
"Hijama & Cupping Therapist, Lumbar Disc Herniation, Cervical Spondylosis, Male Sexual Problems","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Hakeem Bilal Herbal Hijama & Physiotherapy Clinic, Rashid Minhas Road, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hakeem Bilal Herbal Hijama & Physiotherapy Clinic, Rashid Minhas Road, Karachi""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,12,https://staticconnect.marham.pk/assets/doctors/42587/dr-muhammad-bilal-shaikh-hijama-specialist-karachi-80_170X170.webp,Homeopathic Doctor Muhammad Bilal Shaikh,https://www.marham.pk/doctors/karachi/hijama-specialist/homeopathic-doctor-muhammad-bilal-shaikh,DUMS,0,99,"Hijama Specialist, Homeopath, Naturopathic Doctor",23,Hijama Specialist
"Homeopath Psychiatry, Children Disorders, Female Disorders","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Novimed Specialist Clinic, DHA Defence, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Novimed Specialist Clinic, DHA Defence, Lahore""}, {""type"": ""Easy life clinic, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Easy life clinic, Johar Town, Lahore""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,21,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Homeopathic Dr. Faiza Zareen,https://www.marham.pk/doctors/lahore/homeopath/homeopathic-dr-faiza-zareen,"DHMS, CCT",0,97,"Homeopath, Hijama Specialist",23,Hijama Specialist
"General Physician, Back Pain, Neck Pain, Pinched Nerve Pain, Tennis Elbow, Dietician, Homeopathic Consultant","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""ICHR Clinic, G-15, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""ICHR Clinic, G-15, Islamabad""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,14,https://staticconnect.marham.pk/assets/doctors/17574/dr-tineenullah-fahad-chiropractor-islamabad-66_170X170.webp,Prof. Tineenullah Fahad,https://www.marham.pk/doctors/islamabad/chiropractor/prof-tineenullah-fahad,"DC (Doctor of Chiropractic), MD, CNS, RNP, P.hD- Genetics, Diploma in Hijama",0,74,"Chiropractor, Homeopath, Geneticist, Hijama Specialist, Nutritionist",23,Hijama Specialist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""800"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Hakeem Bilal Herbal & Hijama Clinic, Gulshan e Iqbal, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hakeem Bilal Herbal & Hijama Clinic, Gulshan e Iqbal, Karachi""}, {""type"": ""Fazal Dental Practice 2, DHA phase 5, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Fazal Dental Practice 2, DHA phase 5, Karachi""}, {""type"": ""MYM Hospital, New Karachi, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""800"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""MYM Hospital, New Karachi, Karachi""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,25,https://staticconnect.marham.pk/assets/doctors/28464/dr-mehnaz-dietitian-nutritionist-karachi-79_170X170.webp,Ms. Mehnaz,https://www.marham.pk/doctors/karachi/nutritionist/ms-mehnaz,Bachelors in Eastern Medicine & Surgery,0,95,"Nutritionist, Hijama Specialist",23,Hijama Specialist
"Hijama & Cupping Therapist, Lumbar Disc Herniation, Cervical Spondylosis, Urinary Diseases","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Siddiqui Health Services (Unani Clinic and Hijamah Center), Haripur, Haripur"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Siddiqui Health Services (Unani Clinic and Hijamah Center), Haripur, Haripur""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,30,https://staticconnect.marham.pk/assets/doctors/37347/hakeem-mushtaq-ahmed-siddiqui-hijama-specialist-haripur-43_170X170.webp,Hakeem Mushtaq Ahmed Siddiqui,https://www.marham.pk/doctors/haripur/hijama-specialist/hakeem-mushtaq-ahmed-siddiqui,"MDEH, FTJ, Certified Cupping Therapist, Masterclass in Cupping Therapy",0,86,"Hijama Specialist, Homeopath",23,Hijama Specialist
"Hijama & Cupping Therapist, Homeopathic Consultant","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Dha Medical Centre, DHA City Karachi, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Dha Medical Centre, DHA City Karachi, Karachi""}, {""type"": ""The Clinic (Khi), Shaheed e Millat Road, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""The Clinic (Khi), Shaheed e Millat Road, Karachi""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,30,https://staticconnect.marham.pk/assets/doctors/8299/dr-saira-bano-hijama-specialist-karachi-13_170X170.webp,Saira Bano,https://www.marham.pk/doctors/karachi/hijama-specialist/saira-bano,"DHMS, RHMP ,PPHS",0,98,"Hijama Specialist, Homeopath",23,Hijama Specialist
"Chronic Diseases, Children Disorders, Female Disorders","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""National Medicare, DHA Phase 3, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""National Medicare, DHA Phase 3, Lahore""}, {""type"": ""National Homeo Clinic, Islampura, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""National Homeo Clinic, Islampura, Lahore""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,24,https://staticconnect.marham.pk/assets/doctors/19720/dr-kalim-saghir-homeopath-lahore-10_170X170.webp,Dr. Kalim Saghir,https://www.marham.pk/doctors/lahore/homeopath/dr-kalim-saghir,"DHMS, MPA DTMM DEMM",0,100,"Homeopath, Hijama Specialist",23,Hijama Specialist
"Hijama & Cupping Therapist, Lumbar Disc Herniation, Cervical Spondylosis, Varicose Veins","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Bilal Herbal Health Care Clinic DHA, DHA Phase 6, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Bilal Herbal Health Care Clinic DHA, DHA Phase 6, Karachi""}, {""type"": ""Bilal Herbal Health Care Clinic, Gulshan e Iqbal, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Bilal Herbal Health Care Clinic, Gulshan e Iqbal, Karachi""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,13,https://staticconnect.marham.pk/assets/doctors/36019/dr-muhammad-bilal-hijama-specialist-karachi-44_170X170.webp,Dr. Hakeem Muhammad Bilal,https://www.marham.pk/doctors/karachi/hijama-specialist/dr-hakeem-muhammad-bilal,"FTJ, PhD",0,100,Hijama Specialist,23,Hijama Specialist
"Infertility, Erectile Dysfunction, Microsurgery, PCNL For Kidney Stones","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Zeerak Matab Herbal & Hijama, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Zeerak Matab Herbal & Hijama, Johar Town, Lahore""}, {""type"": ""Zeerak Matab Herbal & Hijama., Askari 11, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Zeerak Matab Herbal & Hijama., Askari 11, Lahore""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,8,https://staticconnect.marham.pk/assets/doctors/13524/dr-zeerak-aamir-hijama-specialist-lahore-67_170X170.webp,Zeerak Aamir,https://www.marham.pk/doctors/lahore/hijama-specialist/zeerak-aamir,"BEMS, Diplomate (Hijama Therapy)",0,96,"Hijama Specialist, Sexologist, Nutritionist",23,Hijama Specialist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Wellness and Cupping Clinic, Bharia Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Wellness and Cupping Clinic, Bharia Town, Lahore""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,5,https://staticconnect.marham.pk/assets/doctors/24745/dr-maira-bhatti-hijama-specialist-lahore-80_170X170.webp,Prof. Dr. Maira Bhatti,https://www.marham.pk/online-consultation/general-practitioner/lahore/prof-dr-maira-bhatti-24745,"MBBS, M.Phil. Pharmacology, Hijama Therapy",24745,95,"General Practitioner, Hijama Specialist",23,Hijama Specialist
"Pain Management, Regenerative Medicine, Nerve Blocks","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Qasim Sandhu Medical and Gynae Complex, Wapda Town Extension, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Qasim Sandhu Medical and Gynae Complex, Wapda Town Extension, Lahore""}]",Hijama Specialist perform ancient medical treatment practiced by forming suctions on the surface of the skin in form of very small cuts.,35,https://staticconnect.marham.pk/assets/doctors/7361/dr-muhammad-azhar-pain-specialist-lahore-37_170X170.webp,Dr. Muhammad Azhar,https://www.marham.pk/online-consultation/pain-specialist/lahore/dr-muhammad-azhar-7361,"MBBS , MCPS (Anesthesiology) , D.ACU",7361,91,"Pain Specialist, Hijama Specialist",23,Hijama Specialist
"Infertility, Male Sexual Health, Stones Of Urinary Tract, Erectile Dysfunction","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,899"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Farooq Urology Clinic, Samanabad, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2499"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Farooq Urology Clinic, Samanabad, Lahore""}, {""type"": ""Punjab Medical Center, Jail Road, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3199"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Punjab Medical Center, Jail Road, Lahore""}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,40,https://staticconnect.marham.pk/assets/doctors/10480/dr-muhammad-farooq-ahmed-urologist-lahore-38_170X170.webp,Prof. Dr. Muhammad Farooq,https://www.marham.pk/doctors/lahore/urologist/prof-dr-muhammad-farooq,"MBBS, FCPS (Urology), FCPS (Surgery)",0,97,"Urologist, Sexologist, Andrologist",12,Andrologist
"Infertility, External Lithotripsy, Male Infertility Treatment, Adult Urology","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Urology Clinic, Blue Area, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Urology Clinic, Blue Area, Islamabad""}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,35,https://staticconnect.marham.pk/assets/doctors/6402/dr-aftab-ali-malik-urologist-islamabad-91_170X170.webp,Dr. Aftab Ali Malik,https://www.marham.pk/online-consultation/urologist/islamabad/dr-aftab-ali-malik-6402,"MBBS, FCPS (Urology)",6402,94,"Urologist, Sexologist, Andrologist",12,Andrologist
"Infertility, Male Sexual Health, Stones Of Urinary Tract, Male Infertility Treatment, Pcnl, Infertility, Microsurgery, Penile Implants, Pcnl, Infertility, Microsurgery, Penile Implants, Implant Dentistry","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""5,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Chughtai Medical Center Jail Road, Gulberg 5, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Chughtai Medical Center Jail Road, Gulberg 5, Lahore""}, {""type"": ""Chughtai Medical Center Johar Town, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Chughtai Medical Center Johar Town, Johar Town, Lahore""}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,28,https://staticconnect.marham.pk/assets/doctors/2881/dr-fawad-nasrullah-urologist-lahore_170X170.webp,Prof. Dr. Fawad Nasrullah,https://www.marham.pk/doctors/lahore/urologist/prof-dr-fawad-nasrullah,"MBBS, FCPS (Urology), FACS (USA)",0,92,"Urologist, Sexologist, Urologist, Endourologist, Andrologist",12,Andrologist
"UroOncology, Kidney Stones, Endo Urology, Laparoscopic Urology","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,700"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""The Kidney Centre, Cantt, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3050"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""The Kidney Centre, Cantt, Karachi""}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,20,https://staticconnect.marham.pk/assets/doctors/8729/dr-muhammad-shoaib-mithani-urologist-karachi-73_170X170.webp,Dr. Muhammad Shoaib Mithani,https://www.marham.pk/doctors/karachi/urologist/dr-muhammad-shoaib-mithani,"MBBS, FCPS, Fellow (European Board Urology)",0,97,"Urologist, Sexologist, Andrologist",12,Andrologist
"Infertility, Prostatic Disease, Stones Of Urinary Tract","[{""type"": ""Primax Medical Complex, Mareer Chowk, Rawalpindi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Primax Medical Complex, Mareer Chowk, Rawalpindi""}, {""type"": ""Primax Diagnostic Centre, Murree Road, Rawalpindi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Primax Diagnostic Centre, Murree Road, Rawalpindi""}, {""type"": ""Executive Clinics & Pharmacy, bahria  town, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Executive Clinics & Pharmacy, bahria  town, Islamabad""}, {""type"": ""Ahmad Medical Complex Hospital, Satellite Town, Rawalpindi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Ahmad Medical Complex Hospital, Satellite Town, Rawalpindi""}]",Andrologist is a doctor that specializes in treating conditions that are related sexual functioning and fertility in males.,25,https://staticconnect.marham.pk/assets/doctors/8163/dr-salman-ahmed-tipu-urologist-islamabad-32_170X170.webp,Prof. Dr. Salman Ahmed Tipu,https://www.marham.pk/doctors/rawalpindi/urologist/prof-dr-salman-ahmed-tipu,"MBBS, FRCS (General Surgery), FCPS (Urology)",0,94,"Urologist, Sexologist, Andrologist",12,Andrologist
